Symbol,FromDate,TradingHours
PAYX,1900-01-01,000000,040000,213000,235959,040000
PBCT,1900-01-01,000000,040000,213000,235959,040000
PBI,1900-01-01,000000,040000,213000,235959,040000
PCAR,1900-01-01,000000,040000,213000,235959,040000
PCG,1900-01-01,000000,040000,213000,235959,040000
PCLN,1900-01-01,000000,040000,213000,235959,040000
PCY,1900-01-01,000000,040000,213000,235959,040000
PDCO,1900-01-01,000000,040000,213000,235959,040000
PEG,1900-01-01,000000,040000,213000,235959,040000
PEP,1900-01-01,000000,040000,213000,235959,040000
PER,1900-01-01,000000,040000,213000,235959,040000
PFE,1900-01-01,000000,040000,213000,235959,040000
PFF,1900-01-01,000000,040000,213000,235959,040000
PFG,1900-01-01,000000,040000,213000,235959,040000
PG,1900-01-01,000000,040000,213000,235959,040000
PGR,1900-01-01,000000,040000,213000,235959,040000
PH,1900-01-01,000000,040000,213000,235959,040000
PHM,1900-01-01,000000,040000,213000,235959,040000
PKI,1900-01-01,000000,040000,213000,235959,040000
PLD,1900-01-01,000000,040000,213000,235959,040000
PM,1900-01-01,000000,040000,213000,235959,040000
PNC,1900-01-01,000000,040000,213000,235959,040000
PNR,1900-01-01,000000,040000,213000,235959,040000
PNW,1900-01-01,000000,040000,213000,235959,040000
PPG,1900-01-01,000000,040000,213000,235959,040000
PPL,1900-01-01,000000,040000,213000,235959,040000
PRGO,1900-01-01,000000,040000,213000,235959,040000
PRU,1900-01-01,000000,040000,213000,235959,040000
PSA,1900-01-01,000000,040000,213000,235959,040000
PSX,1900-01-01,000000,040000,213000,235959,040000
PVH,1900-01-01,000000,040000,213000,235959,040000
PWR,1900-01-01,000000,040000,213000,235959,040000
PX,1900-01-01,000000,040000,213000,235959,040000
PXD,1900-01-01,000000,040000,213000,235959,040000
PYPL,1900-01-01,000000,040000,213000,235959,040000
MUB,1900-01-01,000000,040000,213000,235959,040000
SH,1900-01-01,000000,040000,213000,235959,040000
PSQ,1900-01-01,000000,040000,213000,235959,040000
QID,1900-01-01,000000,040000,213000,235959,040000
RWM,1900-01-01,000000,040000,213000,235959,040000
QCOM,1900-01-01,000000,040000,213000,235959,040000
QQQ,1900-01-01,000000,040000,213000,235959,040000
QRVO,1900-01-01,000000,040000,213000,235959,040000
R,1900-01-01,000000,040000,213000,235959,040000
RAI,1900-01-01,000000,040000,213000,235959,040000
RCL,1900-01-01,000000,040000,213000,235959,040000
RDSa,1900-01-01,000000,040000,213000,235959,040000
REGN,1900-01-01,000000,040000,213000,235959,040000
RF,1900-01-01,000000,040000,213000,235959,040000
RHI,1900-01-01,000000,040000,213000,235959,040000
RHT,1900-01-01,000000,040000,213000,235959,040000
RIG,1900-01-01,000000,040000,213000,235959,040000
RL,1900-01-01,000000,040000,213000,235959,040000
ROK,1900-01-01,000000,040000,213000,235959,040000
ROP,1900-01-01,000000,040000,213000,235959,040000
ROST,1900-01-01,000000,040000,213000,235959,040000
RRC,1900-01-01,000000,040000,213000,235959,040000
RSG,1900-01-01,000000,040000,213000,235959,040000
RSX,1900-01-01,000000,040000,213000,235959,040000
RTN,1900-01-01,000000,040000,213000,235959,040000
SBUX,1900-01-01,000000,040000,213000,235959,040000
SCG,1900-01-01,000000,040000,213000,235959,040000
SCHW,1900-01-01,000000,040000,213000,235959,040000
SE,1900-01-01,000000,040000,213000,235959,040000
SEE,1900-01-01,000000,040000,213000,235959,040000
SHW,1900-01-01,000000,040000,213000,235959,040000
SHY,1900-01-01,000000,040000,213000,235959,040000
SIG,1900-01-01,000000,040000,213000,235959,040000
SJM,1900-01-01,000000,040000,213000,235959,040000
SLB,1900-01-01,000000,040000,213000,235959,040000
SLG,1900-01-01,000000,040000,213000,235959,040000
SLV,1900-01-01,000000,040000,213000,235959,040000
SMH,1900-01-01,000000,040000,213000,235959,040000
SNA,1900-01-01,000000,040000,213000,235959,040000
SNDK,1900-01-01,000000,040000,213000,235959,040000
SNI,1900-01-01,000000,040000,213000,235959,040000
SO,1900-01-01,000000,040000,213000,235959,040000
SPG,1900-01-01,000000,040000,213000,235959,040000
SPLS,1900-01-01,000000,040000,213000,235959,040000
SPY,1900-01-01,000000,040000,213000,235959,040000
SRCL,1900-01-01,000000,040000,213000,235959,040000
SRE,1900-01-01,000000,040000,213000,235959,040000
STI,1900-01-01,000000,040000,213000,235959,040000
STJ,1900-01-01,000000,040000,213000,235959,040000
STT,1900-01-01,000000,040000,213000,235959,040000
STX,1900-01-01,000000,040000,213000,235959,040000
STZ,1900-01-01,000000,040000,213000,235959,040000
SWK,1900-01-01,000000,040000,213000,235959,040000
SWKS,1900-01-01,000000,040000,213000,235959,040000
SWN,1900-01-01,000000,040000,213000,235959,040000
SYF,1900-01-01,000000,040000,213000,235959,040000
